time,treat,conversion
2635,control,0
2636,control,0
2636,treatment,0
2637,control,0
2640,treatment,0
2641,control,0
2642,treatment,0
2643,treatment,0
2643,treatment,0
2644,treatment,0
2645,treatment,0
2645,control,0
2646,treatment,0
2646,treatment,0
2647,treatment,0
2647,control,0
2647,treatment,0
2649,control,0
2650,control,0
2650,control,0
2650,control,0
2651,treatment,0
2651,control,0
2651,control,0
2652,treatment,0
2652,treatment,0
2652,control,0
2653,control,0
2653,treatment,0
2653,control,0
2653,treatment,0
2654,treatment,0
2654,control,0
2655,control,0
2657,control,0
2657,control,0
2657,treatment,0
2657,control,0
2658,treatment,0
2658,control,0
2659,control,0
2659,treatment,0
2660,control,0
2660,control,0
2661,treatment,0
2662,control,0
2663,control,0
2663,treatment,0
2664,control,0
2664,treatment,0
2665,treatment,0
2665,control,0
2666,treatment,0
2666,treatment,0
2667,treatment,0
2667,treatment,1
2667,treatment,0
2668,treatment,0
2668,treatment,0
2671,control,0
2671,control,0
2671,control,0
2671,control,0
2673,treatment,0
2673,treatment,0
2673,control,0
2674,treatment,0
2675,control,0
2675,treatment,0
2678,control,0
2678,control,0
2679,treatment,0
2680,control,0
2681,treatment,0
2681,control,0
2681,control,0
2683,control,0
2686,control,0
2686,treatment,0
2686,control,0
2688,treatment,0
2689,control,0
2690,control,0
2691,treatment,0
2692,control,0
2694,treatment,0
2694,control,0
2695,treatment,0
2696,treatment,0
2700,control,0
2700,control,0
2701,treatment,0
2702,control,0
2703,control,0
2704,control,0
2704,treatment,0
2705,treatment,0
2705,control,0
2705,treatment,0
2705,treatment,0
2709,control,0
2709,control,0
2710,treatment,0
2711,treatment,0
2714,treatment,1
2714,control,0
2715,treatment,0
2716,control,0
2719,treatment,0
2720,treatment,0
2720,control,0
2720,control,0
2720,treatment,0
2722,treatment,0
2722,treatment,0
2722,treatment,0
2722,treatment,0
2722,treatment,0
2722,control,0
2723,treatment,0
2723,control,0
2724,treatment,0
2724,treatment,0
2726,control,0
2727,control,0
2727,control,0
2728,treatment,0
2729,control,0
2729,control,0
2730,treatment,0
2730,control,0
2730,treatment,0
2731,control,0
2731,control,0
2731,control,0
2732,control,0
2732,treatment,0
2733,treatment,0
2734,treatment,0
2734,control,0
2736,treatment,0
2737,treatment,0
2737,control,0
2737,treatment,0
2737,treatment,0
2738,treatment,0
2742,treatment,0
2742,treatment,0
2742,treatment,0
2742,control,0
2743,control,0
2746,treatment,0
2746,control,0
2747,treatment,0
2748,treatment,0
2748,treatment,1
2749,treatment,0
2749,control,0
2749,control,0
2749,treatment,0
2750,control,0
2753,control,0
2753,control,0
2755,control,0
2756,control,0
2756,treatment,0
2758,treatment,0
2758,treatment,0
2758,control,0
2760,control,0
2763,treatment,0
2763,treatment,0
2765,control,0
2766,treatment,0
2766,control,0
2766,treatment,0
2767,control,0
2767,treatment,0
2767,control,0
2769,treatment,0
2770,control,0
2770,control,0
2770,treatment,0
2771,control,0
2772,control,0
2773,treatment,0
2774,treatment,0
2774,treatment,0
2774,treatment,0
2775,control,0
2775,control,0
2775,control,0
2775,treatment,0
2776,treatment,0
2779,control,0
2779,control,0
2780,control,0
2780,treatment,0
2780,treatment,0
2781,treatment,0
2782,control,0
2782,control,0
2783,treatment,0
2783,control,0
2783,treatment,0
2784,control,0
2786,control,1
2788,treatment,0
2789,control,0
2790,treatment,0
2790,treatment,0
2791,treatment,0
2792,control,0
2792,control,0
2792,control,0
2793,treatment,0
2793,control,0
2793,treatment,0
2794,treatment,0
2796,treatment,0
2797,control,0
2798,treatment,0
2799,treatment,0
2799,treatment,0
2802,control,0
2802,control,0
2803,treatment,0
2804,control,0
2804,control,1
2805,control,0
2807,control,0
2808,control,0
2808,treatment,0
2809,treatment,0
2809,control,0
2810,control,0
2811,treatment,0
2813,control,0
2813,control,0
2814,treatment,0
2814,treatment,0
2815,treatment,0
2817,treatment,0
2818,treatment,0
2818,control,0
2818,control,0
2818,control,0
2821,treatment,1
2822,treatment,0
2822,treatment,0
2823,control,0
2823,treatment,0
2824,control,0
2824,treatment,0
2824,treatment,0
2825,control,0
2825,control,0
2825,control,0
2827,treatment,0
2828,treatment,0
2828,treatment,0
2828,control,0
2828,treatment,0
2829,treatment,0
2829,treatment,0
2830,treatment,0
2830,control,0
2831,treatment,0
2832,control,0
2832,control,0
2833,control,0
2834,control,0
2834,control,0
2835,control,0
2835,control,0
2835,control,0
2835,control,0
2836,treatment,0
2836,treatment,0
2836,control,0
2837,treatment,0
2837,control,0
2838,treatment,0
2838,control,0
2839,treatment,0
2840,treatment,0
2841,treatment,0
2841,control,0
2842,control,0
2842,treatment,0
2844,treatment,0
2844,treatment,0
2844,treatment,0
2845,control,0
2845,control,0
2845,control,0
2845,control,0
2846,control,0
2846,control,0
2846,control,0
2848,control,0
2848,control,0
2848,control,0
2849,control,0
2851,treatment,0
2851,treatment,0
2852,treatment,0
2852,treatment,0
2853,control,0
2853,treatment,0
2853,control,0
2854,treatment,0
2854,control,0
2855,control,0
2855,treatment,0
2856,control,0
2857,treatment,0
2858,treatment,0
2858,treatment,0
2858,control,0
2860,control,0
2860,control,0
2861,treatment,0
2861,control,0
2862,treatment,0
2862,treatment,0
2864,treatment,1
2864,treatment,0
2865,control,0
2865,treatment,0
2866,treatment,0
2866,treatment,0
2869,treatment,0
2869,treatment,0
2871,control,0
2872,treatment,0
2872,treatment,0
2873,control,0
2873,treatment,0
2874,treatment,0
2876,control,0
2877,treatment,0
2878,control,0
2878,control,0
2880,control,1
2880,treatment,0
2882,treatment,0
2882,control,0
2883,control,0
2883,control,0
2884,treatment,0
2886,control,0
2887,treatment,0
2888,treatment,1
2890,control,0
2890,control,0
2890,treatment,0
2892,control,0
2893,treatment,0
2893,control,0
2894,control,0
2895,treatment,0
2895,treatment,0
2896,control,0
2899,control,0
2900,treatment,0
2900,control,0
2901,treatment,0
2901,control,0
2902,treatment,0
2903,treatment,0
2904,treatment,0
2904,treatment,0
2905,control,0
2906,control,0
2907,control,0
2907,control,0
2907,treatment,0
2908,treatment,0
2909,treatment,0
2910,control,0
2910,treatment,0
2910,control,0
2911,control,0
2911,treatment,0
2914,control,0
2915,control,0
2915,treatment,0
2916,treatment,0
2917,treatment,0
2918,treatment,0
2918,control,0
2918,control,0
2919,control,0
2919,control,0
2920,treatment,0
2920,control,0
2922,treatment,0
2922,control,1
2922,treatment,0
2923,treatment,1
2924,control,0
2925,control,0
2926,control,0
2929,control,0
2929,control,0
2930,treatment,0
2932,control,0
2932,treatment,0
2933,treatment,1
2934,control,0
2937,treatment,0
2937,treatment,0
2939,treatment,0
2939,treatment,0
2940,treatment,0
2940,control,0
2941,treatment,0
2941,treatment,0
2942,control,0
2942,treatment,0
2942,treatment,0
2944,treatment,0
2945,control,0
2945,treatment,0
2946,treatment,0
2946,control,0
2947,treatment,0
2949,treatment,0
2950,treatment,0
2951,treatment,0
2951,treatment,0
2953,treatment,0
2953,control,0
2954,treatment,0
2955,control,0
2957,treatment,0
2957,control,0
2959,control,0
2959,control,0
2960,control,0
2960,control,0
2962,control,0
2963,treatment,0
2963,control,0
2965,treatment,0
2965,control,0
2966,treatment,0
2966,treatment,0
2966,control,0
2967,treatment,0
2967,control,0
2967,treatment,0
2967,treatment,0
2967,treatment,0
2968,treatment,0
2968,control,0
2968,treatment,0
2968,treatment,0
2969,control,0
2970,treatment,0
2970,control,0
2970,treatment,0
2972,treatment,0
2972,control,0
2972,control,0
2974,control,0
2975,control,0
2976,control,0
2977,control,0
2978,treatment,0
2979,treatment,0
2979,treatment,0
2980,control,0
2981,control,0
2983,control,1
2984,treatment,0
2984,control,0
2986,treatment,0
2988,treatment,0
2989,control,0
2990,treatment,0
2990,treatment,0
2990,treatment,1
2990,control,0
2991,treatment,0
2991,control,0
2992,treatment,0
2992,control,0
2992,treatment,0
2992,control,0
2992,treatment,0
2993,control,0
2993,treatment,0
2993,treatment,0
2994,treatment,0
2995,control,0
2995,control,0
2995,control,0
2996,control,0
2996,treatment,0
2997,treatment,0
2998,treatment,0
2998,control,0
2999,treatment,0
2999,treatment,0
2999,control,0
3000,treatment,0
3000,treatment,0
3001,treatment,0
3002,control,0
3003,control,0
3004,control,0
3004,treatment,0
3004,treatment,0
3004,control,0
3006,control,0
3007,control,0
3008,control,0
3008,control,0
3010,control,0
3010,treatment,0
3011,treatment,0
3011,control,0
3012,treatment,0
3012,treatment,0
3013,treatment,0
3013,control,0
3013,treatment,0
3013,treatment,0
3014,control,0
3014,control,0
3017,control,0
3018,control,0
3018,treatment,1
3018,treatment,0
3018,treatment,0
3019,control,0
3020,treatment,0
3020,treatment,0
3021,treatment,0
3022,treatment,0
3022,control,0
3023,treatment,0
3026,treatment,0
3026,control,0
3027,control,0
3027,treatment,0
3027,control,1
3028,treatment,0
3028,control,0
3030,treatment,0
3030,control,0
3031,control,0
3032,control,0
3032,control,0
3032,treatment,0
3033,treatment,1
3033,treatment,0
3034,treatment,1
3034,treatment,0
3035,treatment,0
3035,control,0
3035,treatment,0
3037,treatment,0
3037,control,0
3038,control,0
3038,treatment,0
3039,treatment,0
3039,treatment,0
3039,treatment,0
3040,control,0
3040,control,0
3041,treatment,0
3042,control,0
3042,treatment,0
3042,control,0
3043,control,0
3043,control,1
3044,treatment,0
3044,control,0
3044,control,1
3045,treatment,0
3045,treatment,0
3046,treatment,0
3046,control,0
3048,treatment,0
3050,treatment,0
3050,control,1
3050,control,0
3050,control,0
3050,control,0
3052,treatment,0
3052,treatment,0
3056,control,0
3056,treatment,0
3057,control,0
3057,control,0
3057,control,1
3058,treatment,0
3058,control,0
3058,treatment,0
3058,treatment,0
3059,control,0
3060,treatment,0
3061,control,0
3061,treatment,0
3062,control,0
3062,treatment,0
3063,treatment,0
3064,treatment,0
3065,control,0
3065,treatment,0
3067,treatment,0
3067,treatment,0
3069,control,0
3070,control,0
3071,treatment,0
3072,control,0
3072,control,0
3075,control,0
3075,treatment,0
3076,control,0
3077,control,0
3077,control,0
3077,control,0
3079,control,0
3079,treatment,0
3079,treatment,0
3079,control,0
3080,control,0
3081,control,0
3083,control,0
3083,control,0
3085,control,0
3085,control,0
3086,control,0
3086,control,0
3089,treatment,0
3090,treatment,0
3090,treatment,0
3091,treatment,0
3091,control,0
3091,treatment,0
3091,treatment,0
3092,treatment,1
3092,treatment,0
3094,treatment,0
3097,control,0
3097,control,0
3097,control,0
3099,treatment,1
3100,control,0
3100,control,0
3100,treatment,0
3100,control,0
3100,treatment,0
3101,treatment,0
3102,treatment,0
3104,control,0
3106,treatment,0
3108,treatment,0
3109,treatment,0
3109,control,0
3110,treatment,0
3112,control,0
3112,treatment,0
3113,treatment,0
3114,treatment,0
3115,treatment,0
3117,treatment,0
3117,treatment,0
3117,treatment,0
3119,control,0
3119,treatment,0
3120,control,0
3120,treatment,0
3122,treatment,0
3124,control,0
3125,treatment,0
3126,treatment,0
3126,control,0
3127,treatment,0
3127,treatment,0
3128,treatment,0
3130,treatment,0
3130,treatment,0
3130,treatment,0
3131,treatment,0
3133,control,0
3133,control,1
3133,treatment,0
3135,treatment,0
3136,treatment,0
3136,treatment,0
3138,control,0
3139,treatment,0
3140,treatment,1
3141,treatment,0
3141,treatment,0
3141,treatment,0
3142,control,0
3142,treatment,0
3145,treatment,0
3145,control,0
3146,treatment,0
3146,treatment,0
3146,control,0
3147,control,0
3147,control,1
3147,treatment,0
3148,treatment,0
3148,control,0
3149,control,0
3150,treatment,0
3150,control,0
3152,treatment,0
3152,control,0
3153,treatment,0
3153,control,0
3153,treatment,0
3154,control,0
3155,control,0
3155,control,0
3157,treatment,0
3158,control,0
3159,control,0
3159,control,0
3159,control,0
3160,treatment,0
3162,treatment,0
3163,control,0
3164,control,0
3165,control,0
3166,treatment,0
3166,treatment,0
3166,control,0
3166,control,0
3166,control,0
3169,control,0
3170,control,0
3170,control,0
3172,treatment,0
3172,control,0
3172,control,0
3172,treatment,0
3173,control,0
3173,control,0
3174,control,0
3174,treatment,0
3174,treatment,0
3175,treatment,0
3175,control,0
3177,treatment,0
3178,treatment,0
3180,treatment,0
3180,control,0
3180,treatment,0
3180,control,0
3181,control,0
3181,treatment,0
3182,control,0
3182,treatment,0
3182,control,0
3185,treatment,0
3186,control,0
3186,treatment,1
3186,treatment,0
3186,treatment,0
3188,treatment,0
3188,control,0
3190,control,0
3191,control,0
3195,control,0
3196,treatment,0
3197,control,0
3197,treatment,0
3198,treatment,0
3199,treatment,0
3200,control,0
3200,control,0
3201,control,0
3201,treatment,0
3202,treatment,0
3205,control,0
3205,treatment,0
3205,control,0
3207,treatment,0
3207,control,0
3209,control,0
3211,treatment,0
3211,treatment,0
3211,treatment,0
3211,control,0
3212,treatment,0
3213,treatment,0
3214,control,0
3214,control,0
3215,treatment,0
3215,control,0
3217,control,0
3218,treatment,0
3218,treatment,0
3219,treatment,0
3219,control,0
3219,treatment,0
3222,treatment,1
3222,control,0
3223,treatment,0
3223,treatment,0
3224,treatment,0
3226,control,0
3227,control,0
3228,treatment,0
3228,control,0
3228,treatment,0
3229,treatment,0
3233,control,0
3233,control,0
3233,control,0
3234,treatment,0
3234,treatment,0
3236,control,0
3237,treatment,0
3237,treatment,0
3238,treatment,0
3239,treatment,0
3240,control,0
3240,control,0
3240,treatment,0
3241,control,0
3242,control,0
3244,control,0
3245,treatment,1
3245,treatment,0
3247,treatment,0
3249,control,0
3250,control,0
3252,treatment,0
3254,control,0
3254,control,0
3256,control,0
3257,treatment,0
3257,treatment,0
3257,control,0
3258,control,0
3258,control,0
3259,treatment,0
3260,treatment,0
3261,control,0
3261,control,0
3262,treatment,0
3262,control,0
3263,treatment,0
3265,treatment,0
3266,control,0
3267,treatment,0
3267,control,0
3267,control,0
3268,treatment,0
3268,control,0
3268,control,1
3269,control,0
3271,control,1
3272,control,0
3272,control,0
3272,treatment,0
3273,control,0
3273,control,0
3273,treatment,0
3273,treatment,0
3273,control,0
3274,treatment,0
3274,control,0
3275,control,0
3276,control,0
3276,control,0
3276,treatment,0
3277,control,0
3277,control,0
3277,treatment,0
3278,treatment,0
3278,control,0
3279,control,0
3279,treatment,0
3280,control,0
3280,treatment,0
3280,control,0
3281,treatment,0
3281,treatment,0
3282,treatment,0
3284,treatment,0
3284,control,0
3285,control,1
3286,treatment,0
3286,control,0
3286,control,0
3290,treatment,0
3290,treatment,0
3290,treatment,0
3291,control,0
3292,control,0
3292,control,0
3292,control,0
3292,control,0
3293,control,0
3294,treatment,0
3297,treatment,0
3297,treatment,0
3298,treatment,0
3298,treatment,0
3299,treatment,0
3299,control,0
3299,control,0
3300,control,0
3302,treatment,0
3302,control,0
3303,control,0
3303,control,0
3305,treatment,0
3305,treatment,0
3306,treatment,0
3306,treatment,0
3306,treatment,0
3306,treatment,0
3307,control,0
3307,control,0
3307,control,0
3307,treatment,0
3309,treatment,0
3309,control,0
3309,treatment,1
3311,treatment,0
3311,control,0
3312,treatment,0
3312,treatment,0
3312,control,0
3313,treatment,0
3313,control,0
3314,control,0
3314,treatment,0
3314,control,0
3315,control,0
3315,treatment,0
3315,treatment,0
3316,control,0
3316,control,0
3319,treatment,0
3319,control,0
3320,treatment,0
3320,control,0
3320,control,0
3321,control,0
3321,control,0
3321,treatment,0
3322,treatment,0
3322,treatment,0
3323,control,0
3323,treatment,0
3325,control,0
3327,control,0
3327,control,0
3329,treatment,0
3329,control,0
3329,control,0
3331,treatment,0
3332,control,1
3333,control,0
3333,control,0
3334,control,0
3335,control,0
3336,control,0
3337,treatment,0
3340,control,0
3340,control,0
3341,treatment,1
3341,treatment,0
3342,control,0
3343,treatment,0
3345,treatment,0
3345,treatment,0
3346,control,0
3347,treatment,0
3348,treatment,0
3348,treatment,0
3349,treatment,0
3350,control,0
3350,control,0
3350,treatment,0
3351,control,0
3351,control,0
3352,control,0
3353,treatment,0
3354,control,0
3355,control,0
3356,treatment,0
3357,control,0
3358,treatment,0
3359,treatment,0
3360,treatment,0
3361,control,0
3361,treatment,0
3363,control,0
3363,treatment,0
3363,treatment,0
3363,control,0
3364,treatment,0
3364,control,0
3364,control,0
3365,treatment,0
3365,treatment,0
3367,control,0
3369,treatment,0
3370,treatment,0
3372,treatment,0
3374,treatment,0
3374,treatment,0
3375,control,0
3377,treatment,0
3378,treatment,0
3378,control,0
3380,control,0
3380,control,1
3381,treatment,0
3382,treatment,0
3384,control,0
3385,control,0
3385,treatment,0
3385,control,0
3387,control,0
3388,treatment,0
3388,control,0
3389,treatment,0
3390,control,0
3390,control,0
3391,treatment,0
3391,treatment,0
3392,treatment,0
3393,control,0
3393,control,0
3397,treatment,0
3397,control,0
3397,control,0
3398,treatment,0
3399,control,0
3399,control,0
3399,treatment,0
3401,treatment,1
3401,control,0
3401,treatment,0
3402,control,0
3404,control,0
3404,control,0
3404,treatment,0
3405,treatment,0
3405,treatment,0
3407,control,0
3407,treatment,0
3408,treatment,0
3410,control,0
3412,control,0
3412,control,0
3413,treatment,0
3414,treatment,0
3414,treatment,0
3415,control,0
3415,treatment,0
3418,control,0
3422,treatment,0
3424,treatment,0
3424,control,0
3425,control,0
3426,control,0
3426,treatment,0
3426,control,0
3427,treatment,0
3428,treatment,0
3429,control,0
3429,treatment,0
3430,control,0
3430,treatment,0
3430,treatment,0
3431,treatment,0
3432,treatment,0
3434,control,0
3434,treatment,0
3435,treatment,0
3436,treatment,0
3437,treatment,0
3438,control,0
3439,treatment,0
3439,treatment,0
3439,control,0
3442,control,0
3443,control,0
3444,control,0
3444,control,1
3445,treatment,0
3446,treatment,0
3446,control,0
3446,control,0
3446,control,0
3446,control,0
3447,treatment,0
3449,control,0
3449,treatment,0
3449,treatment,0
3449,control,0
3450,treatment,0
3450,treatment,0
3450,treatment,0
3450,treatment,0
3452,control,0
3453,control,0
3453,treatment,0
3454,control,0
3455,treatment,0
3456,control,0
3457,control,0
3457,treatment,1
3458,treatment,0
3459,control,0
3460,treatment,0
3460,control,0
3460,control,0
3462,control,0
3462,treatment,0
3463,treatment,0
3464,control,0
3464,control,0
3466,control,0
3466,treatment,0
3466,control,0
3467,control,0
3467,treatment,0
3467,control,0
3467,treatment,0
3470,control,0
3470,treatment,0
3470,treatment,0
3470,treatment,0
3471,control,0
3471,treatment,0
3471,treatment,0
3473,control,0
3474,treatment,0
3475,treatment,0
3475,control,0
3476,control,0
3477,control,0
3478,control,0
3480,control,0
3482,treatment,0
3484,treatment,0
3484,treatment,0
3484,treatment,0
3484,treatment,0
3485,treatment,0
3486,treatment,0
3489,treatment,1
3489,treatment,0
3490,treatment,0
3491,treatment,1
3491,control,0
3491,control,0
3492,treatment,0
3492,treatment,0
3492,control,0
3492,treatment,0
3493,control,0
3494,treatment,0
3495,treatment,0
3495,treatment,0
3495,control,0
3495,treatment,0
3496,control,1
3496,control,0
3498,control,0
3499,control,0
3500,control,0
3500,treatment,0
3501,control,0
3501,treatment,0
3502,treatment,0
3502,treatment,0
3503,control,0
3504,control,0
3505,control,0
3506,control,0
3507,treatment,0
3507,control,0
3509,control,0
3510,treatment,0
3511,control,0
3511,control,0
3511,control,0
3511,control,1
3512,control,0
3513,control,0
3513,control,0
3514,control,0
3515,treatment,0
3516,treatment,0
3518,control,0
3518,treatment,0
3519,control,0
3520,control,0
3520,control,0
3521,control,0
3524,control,0
3526,treatment,0
3528,control,0
3528,treatment,0
3529,treatment,0
3530,treatment,0
3531,treatment,1
3531,control,0
3531,treatment,0
3532,control,0
3533,control,0
3535,control,0
3537,control,0
3537,control,0
3538,control,0
3538,treatment,0
3539,control,0
3539,control,0
3539,treatment,0
3540,control,0
3541,treatment,0
3542,treatment,0
3542,treatment,0
3543,treatment,0
3543,control,0
3546,treatment,0
3546,treatment,0
3546,control,0
3547,treatment,0
3547,control,0
3548,control,0
3551,control,0
3551,control,0
3552,control,0
3553,treatment,0
3553,control,0
3554,control,1
3554,control,0
3556,treatment,0
3556,control,1
3557,treatment,0
3557,treatment,0
3558,treatment,0
3558,control,0
3558,control,0
3559,control,0
3559,control,0
3560,control,0
3561,control,1
3562,control,0
3562,treatment,0
3563,control,0
3564,treatment,0
3564,treatment,0
3568,treatment,0
3568,control,0
3568,treatment,0
3569,control,0
3569,treatment,0
3569,treatment,0
3571,control,0
3572,control,1
3572,treatment,0
3572,control,0
3572,treatment,0
3573,treatment,0
3573,treatment,1
3574,control,0
3574,control,0
3575,control,0
3576,control,0
3576,treatment,0
3578,treatment,0
3580,treatment,0
3581,control,0
3584,control,0
3584,treatment,0
3584,control,0
3585,control,0
3587,treatment,0
3587,treatment,0
3587,treatment,0
3588,treatment,0
3588,control,0
3588,treatment,0
3589,treatment,0
3590,treatment,0
3590,treatment,0
3590,treatment,0
3591,control,0
3591,control,0
3592,control,0
3592,treatment,0
3592,control,0
3594,treatment,0
3594,treatment,0
3594,treatment,1
3595,control,0
3595,treatment,0
3597,treatment,0
3597,treatment,0
3598,treatment,0
3598,control,0
3598,control,0
3598,control,0
3599,treatment,0
3600,control,0
3602,control,1
3603,control,1
3603,control,0
3604,treatment,0
3605,treatment,0
3605,control,0
3606,control,0
3607,treatment,0
3607,treatment,0
3609,control,0
3610,control,0
3611,control,0
3611,control,0
3612,treatment,0
3614,control,0
3615,treatment,0
3615,treatment,0
3616,control,0
3618,treatment,0
3621,treatment,0
3622,control,0
3624,control,0
3624,control,0
3625,treatment,0
3628,treatment,0
3628,control,0
3629,control,0
3630,control,0
3630,control,0
3631,control,0
3631,control,0
3633,control,0
3635,control,1
3636,control,0
3636,control,0
3637,control,0
3637,control,0
3638,control,0
3639,treatment,0
3640,control,0
3642,control,0
3643,control,0
3644,treatment,0
3645,control,0
3646,control,0
3646,control,0
3646,treatment,0
3647,control,0
3647,treatment,0
3648,control,0
3649,control,0
3649,treatment,0
3649,control,0
3650,control,1
3650,control,0
3651,treatment,0
3651,treatment,0
3652,treatment,1
3653,treatment,0
3654,treatment,0
3654,treatment,0
3654,treatment,0
3657,treatment,0
3658,treatment,0
3659,treatment,0
3660,control,0
3660,control,0
3661,control,0
3662,control,0
3662,treatment,0
3663,control,0
3664,control,0
3664,control,0
3665,control,0
3665,control,0
3667,treatment,0
3668,treatment,0
3668,treatment,0
3668,treatment,0
3669,treatment,0
3669,control,1
3669,treatment,0
3670,control,0
3670,control,0
3671,treatment,0
3671,treatment,0
3673,treatment,0
3673,control,0
3673,control,0
3674,treatment,0
3675,treatment,0
3675,control,0
3675,control,0
3675,treatment,0
3676,control,0
3679,treatment,0
3680,control,0
3682,control,0
3683,control,0
3684,control,0
3684,control,0
3686,control,0
3687,treatment,0
3687,treatment,0
3688,control,0
3692,control,0
3692,control,0
3692,treatment,0
3694,treatment,0
3699,treatment,0
3700,treatment,0
3700,treatment,0
3702,control,0
3702,treatment,0
3703,control,0
3703,control,0
3704,treatment,0
3705,control,0
3706,control,0
3707,treatment,0
3708,control,0
3708,control,0
3710,treatment,0
3710,control,0
3711,control,0
3712,treatment,0
3713,treatment,0
3715,treatment,0
3716,treatment,0
3718,treatment,0
3718,control,0
3719,treatment,0
3720,control,0
3721,treatment,0
3722,control,0
3723,treatment,0
3723,treatment,0
3723,treatment,0
3724,treatment,0
3724,treatment,0
3725,treatment,0
3725,control,0
3725,treatment,0
3725,control,0
3726,control,0
3726,control,0
3727,control,0
3728,control,0
3729,treatment,0
3730,control,1
3730,treatment,0
3732,control,0
3733,treatment,0
3733,control,0
3735,control,0
3735,treatment,0
3735,control,0
3736,treatment,0
3737,control,0
3737,control,0
3737,treatment,0
3738,treatment,0
3740,treatment,0
3740,treatment,0
3741,control,0
3741,treatment,0
3741,treatment,0
3743,treatment,0
3744,control,1
3745,treatment,0
3746,control,0
3747,control,0
3747,treatment,0
3747,treatment,0
3747,control,0
3750,treatment,0
3752,control,0
3753,treatment,0
3753,treatment,0
3755,treatment,0
3755,treatment,0
3755,treatment,0
3755,control,0
3755,treatment,0
3756,treatment,0
3756,control,0
3757,treatment,0
3757,treatment,0
3758,treatment,0
3758,control,0
3760,control,0
3763,control,0
3764,control,0
3764,treatment,1
3765,treatment,0
3765,control,0
3765,treatment,0
3766,treatment,0
3767,treatment,0
3769,treatment,0
3772,control,0
3773,control,0
3774,control,0
3774,control,0
3774,control,0
3774,treatment,0
3775,control,1
3775,treatment,0
3776,treatment,0
3777,control,0
3779,control,0
3780,control,0
3780,treatment,0
3780,control,0
3780,treatment,0
3781,control,0
3781,treatment,0
3782,treatment,0
3783,treatment,0
3784,treatment,0
3785,control,0
3786,treatment,0
3787,treatment,0
3788,control,0
3789,control,0
3791,treatment,0
3792,treatment,0
3792,treatment,0
3793,treatment,0
3794,treatment,0
3794,control,0
3794,control,0
3794,treatment,0
3796,control,0
3798,treatment,0
3798,treatment,0
3799,control,0
3799,control,0
3800,treatment,0
3800,control,0
3801,treatment,0
3802,control,0
3803,control,0
3803,control,0
3804,control,0
3805,treatment,0
3806,treatment,0
3807,treatment,0
3808,treatment,0
3809,control,0
3809,control,0
3809,treatment,0
3809,control,0
3809,treatment,0
3809,control,0
3810,treatment,0
3810,control,0
3810,treatment,0
3810,control,0
3811,control,0
3811,treatment,0
3811,control,0
3812,treatment,0
3814,control,0
3814,control,0
3820,control,0
3821,control,0
3821,control,0
3822,treatment,0
3823,control,0
3823,treatment,0
3824,treatment,0
3824,treatment,0
3826,treatment,0
3827,control,0
3827,treatment,0
3828,treatment,0
3828,control,0
3830,treatment,0
3831,control,0
3831,treatment,0
3832,treatment,0
3834,treatment,0
3834,treatment,0
3836,treatment,0
3837,treatment,0
3837,treatment,0
3837,control,0
3839,control,0
3839,control,0
3840,control,0
3841,treatment,1
3841,treatment,0
3842,control,0
3843,treatment,0
3844,treatment,0
3846,treatment,0
3846,treatment,0
3846,treatment,0
3847,control,0
3848,treatment,0
3848,treatment,0
3848,treatment,0
3849,control,0
3850,treatment,0
3851,control,0
3851,control,1
3851,treatment,0
3852,treatment,0
3853,treatment,0
3853,treatment,0
3856,treatment,0
3857,treatment,0
3858,control,0
3858,control,0
3859,treatment,0
3860,treatment,0
3860,control,0
3860,control,0
3861,treatment,0
3862,control,0
3867,treatment,0
3867,treatment,0
3868,treatment,0
3868,treatment,0
3870,control,0
3870,control,0
3870,treatment,0
3871,control,0
3872,control,0
3873,control,0
3873,control,0
3874,treatment,0
3880,control,0
3882,control,0
3883,treatment,0
3884,treatment,0
3884,treatment,0
3885,treatment,0
3886,treatment,0
3886,control,1
3886,treatment,0
3887,treatment,0
3888,treatment,0
3888,control,0
3889,control,0
3889,treatment,0
3889,treatment,0
3890,control,0
3892,control,0
3892,treatment,0
3894,control,0
3894,treatment,0
3894,treatment,0
3895,control,0
3895,treatment,0
3896,control,0
3896,treatment,0
3897,treatment,0
3898,control,0
3898,treatment,0
3899,treatment,0
3899,control,0
3899,treatment,0
3900,treatment,0
3900,control,0
3901,control,0
3903,control,0
3904,treatment,0
3904,control,0
3906,control,0
3908,treatment,0
3909,control,0
3909,treatment,0
3909,treatment,0
3909,treatment,0
3910,control,0
3913,control,0
3914,treatment,1
3914,treatment,0
3914,control,1
3914,control,0
3916,control,0
3916,control,0
3916,control,0
3918,treatment,0
3920,control,0
3922,control,0
3922,treatment,0
3923,treatment,0
3924,control,0
3924,treatment,0
3924,control,0
3925,control,0
3925,control,0
3925,control,0
3926,treatment,0
3927,control,0
3927,treatment,0
3927,control,0
3927,treatment,0
3928,treatment,1
3928,treatment,0
3928,treatment,0
3930,treatment,0
3930,control,0
3930,treatment,0
3931,control,0
3932,treatment,0
3935,control,0
3936,control,0
3936,control,0
3937,control,0
3938,control,0
3938,treatment,0
3940,treatment,0
3941,control,0
3941,control,0
3941,treatment,0
3942,treatment,0
3942,control,0
3943,treatment,0
3943,treatment,0
3945,treatment,0
3945,control,0
3945,control,0
3946,treatment,0
3947,treatment,0
3947,control,0
3947,treatment,1
